"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-01",,,,,"0.42",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-04",,,,,"0.05",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-05",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-07",,,,,"0.26",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-08",,,,,"0.07","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-09",,,,,"0.19","0.2",,,,,,,,"0.0","0.0",,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-10",,,,,"0.00","0.0",,,,,,,,,"0.0",,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-11",,,,,"0.18",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-12",,,,,"0.63",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-21",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-22",,,,,"0.21",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-28",,,,,"0.11",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-29",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-04-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-01",,,,,"0.62",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-02",,,,,"1.05",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-05",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-09",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-10",,,,,"0.22",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-11",,,,,"0.31",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-13",,,,,"0.29",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-14",,,,,"0.17",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-15",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-18",,,,,"0.18",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-19",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-20",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-21",,,,,"0.66",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-22",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-29",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-30",,,,,"0.24",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-05-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-02",,,,,"0.05",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-03",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-04",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-05",,,,,"1.91",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-06",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-16",,,,,"0.45",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-23",,,,,"2.80",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-27",,,,,"0.43",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-06-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-05",,,,,"0.09",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-07",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-08",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-09",,,,,"0.32",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-14",,,,,"0.48",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-15",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-18",,,,,"0.45",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-23",,,,,"0.05",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-29",,,,,"1.03",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-07-31",,,,,"0.68",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-06",,,,,"0.06",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-10",,,,,"0.49",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-14",,,,,"0.47",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-15",,,,,"2.09",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-16",,,,,"0.09",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-17",,,,,"0.32",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-21",,,,,"0.51",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-25",,,,,"1.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-08-28",,,,,"0.18",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-09-09",,,,,"1.03",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-09-10",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-09-11",,,,,"0.68",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-09-17",,,,,"0.18",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-09-18",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-09-27",,,,,"0.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-09-29",,,,,"1.23",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-09-30",,,,,"0.51",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-10-01",,,,,"1.35",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-10-02",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-10-20",,,,,"1.42",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-10-21",,,,,"0.48",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2016-11-09",,,,,"0.19",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-02-24",,,,,"0.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-02-25",,,,,"0.28",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-03-01",,,,,"0.99",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-03-02",,,,,"0.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-03-27",,,,,"0.92",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-03-28",,,,,"0.30",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-03-31",,,,,"0.64",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-01",,,,,"0.22",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-04",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-06",,,,,"0.60",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-07",,,,,"0.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-08",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-11",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-22",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-29",,,,,"0.72",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-04-30",,,,,"0.80",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-02",,,,,"0.09",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-03",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-05",,"    2","0.88",,,,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-19",,,,,"0.25",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-20",,,,,"1.41",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-21",,,,,"0.65",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-22",,,,,"1.06",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-25",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-26",,,,,"0.61",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-05-27",,,,,"0.49",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-06-05",,,,,"0.67",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-06-18",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-06-19",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-06-20",,,,,"0.31",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-06-23",,,,,"0.37",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-06-24",,,,,"1.13",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-06-27",,,,,"0.07",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-06-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-07-01",,,,,"0.82",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-07-07",,,,,"0.33",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-07-08",,,,,"0.61",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-07-11",,,,,"1.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-07-14",,,,,"1.04",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-07-22",,,,,"2.43",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-07-23",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-07-28",,,,,"0.41",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-03",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-04",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-05",,,,,"0.03",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-07",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-08",,,,,"0.08",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-12",,,,,"0.53",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-18",,,,,"0.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-19",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-23",,,,,"0.67",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-08-30",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-09-02",,,,,"0.69",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-09-03",,,,,"0.43",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-09-05",,,,,"0.29",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-09-13",,,,,"0.10",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-09-14",,,,,"0.44",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-09-20",,,,,"0.16",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-09-21",,,,,"0.04",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-06",,,,,"0.79",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-07",,,,,"0.01",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-08",,,,,"0.55",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-09",,,,,"2.51",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-10",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-11",,,,,"0.45",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-24",,,,,"0.44",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-28",,,,,"0.27",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-10-29",,,,,"0.10",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-11-02",,,,,"0.99",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-11-03",,,,,"0.26",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-11-06",,,,,"2.43",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-11-07",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-11-08",,,,,"0.02",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-11-13",,,,,"0.32",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-11-16",,,,,"0.16",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-11-18",,,,,"0.14",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-12-01",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-12-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-12-05",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-12-26",,"   21","0.85",,,,"1.0",,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2017-12-30",,,,,"0.16","3.5",,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2018-01-11",,"    5","0.18",,,,,,,,,,,,,,,,,,,,,,,
"US1OHFR0030","HILLIARD 1.8 W, OH US","2018-01-12",,,,,"0.46",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-02-01",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-02-07",,,,,"1.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-02-12",,,,,"0.37",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-02-22",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-02-23",,,,,"0.12",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-02-25",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-03-01",,,,,"1.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-03-07",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-03-08",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-03-10",,,,,"0.10",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-03-14",,,,,"0.00","0.1","0.1",,,,,,,"0.0","0.0",,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-03-21",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-03-27",,,,,"0.80",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-03-31",,,,,"1.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-04-06",,,,,"0.70",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-04-11",,,,,"0.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-04-29",,,,,"0.70",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-04-30",,,,,"1.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-05-01",,,,,"0.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-05-02",,,,,"0.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-05-05",,,,,"0.70",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-05-19",,,,,"2.60",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-05-20",,,,,"1.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-05-22",,,,,"1.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-05-27",,"    3","1.50",,,,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-06-19",,,,,"0.10",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-06-20",,,,,"0.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-06-23",,,,,"1.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-01",,,,,"1.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-07",,,,,"0.30",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-08",,,,,"0.70",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-11",,,,,"1.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-12",,,,,"0.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-14",,,,,"1.80",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-22",,"    2","1.90",,,,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-24",,,,,"1.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-07-28",,,,,"1.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-08-03",,,,,"0.60",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-08-05",,,,,"0.10",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-08-12",,,,,"0.40",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-08-18",,,,,"0.30",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-08-23",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-09-02",,,,,"0.90",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-09-03",,,,,"0.30",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-09-13",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-09-14",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-10-06",,,,,"1.20",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-10-08",,,,,"0.70",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-10-09",,,,,"3.10",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-10-11",,,,,"0.50",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-10-12",,,,,"0.00",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-10-25",,,,,"0.30",,,,,,,,,,,,,,,,,,,,,
"US1OHFR0052","COLUMBUS 7.5 NW, OH US","2017-10-29",,,,,"0.30",,,,,,,,,,,,,,,,,,,,,
