,Create_Date,EventFirstDispatched,EventFirstArrive,Date,avg_temp
1769,1464475320,1464475320,1464475560,2016-05-28,75.0
1770,1464478020,1464478080,1464478680,2016-05-28,75.0
1771,1464479220,1464479280,1464479460,2016-05-28,75.0
1772,1464482040,1464482100,1464482220,2016-05-29,73.0
1773,1464483000,1464483000,1464483300,2016-05-29,73.0
1774,1464489960,1464489960,1464490200,2016-05-29,73.0
1775,1464490800,1464490800,1464491100,2016-05-29,73.0
1776,1464491100,1464491100,1464491280,2016-05-29,73.0
1777,1464509820,1464509820,1464510300,2016-05-29,73.0
1778,1464519660,1464519660,1464519900,2016-05-29,73.0
1779,1464522000,1464522060,1464522360,2016-05-29,73.0
1780,1464528120,1464528120,1464528360,2016-05-29,73.0
1781,1464533100,1464533100,1464533400,2016-05-29,73.0
1782,1464540420,1464540480,1464540720,2016-05-29,73.0
1783,1464541020,1464541020,1464541140,2016-05-29,73.0
1784,1464541320,1464541320,1464541620,2016-05-29,73.0
1785,1464543480,1464543540,1464543840,2016-05-29,73.0
1786,1464545760,1464545760,1464546060,2016-05-29,73.0
1787,1464545820,1464545820,1464546000,2016-05-29,73.0
1788,1464547920,1464547980,1464548160,2016-05-29,73.0
1789,1464551340,1464551340,1464551520,2016-05-29,73.0
1790,1464556860,1464556860,1464557040,2016-05-29,73.0
1791,1464558480,1464558480,1464558720,2016-05-29,73.0
1792,1464558840,1464558900,1464559080,2016-05-29,73.0
1793,1464560340,1464560340,1464560640,2016-05-29,73.0
1794,1464560820,1464560820,1464561000,2016-05-29,73.0
1795,1464564660,1464564660,1464565200,2016-05-29,73.0
1796,1464567000,1464567000,1464567180,2016-05-30,72.0
1797,1464602820,1464602880,1464603120,2016-05-30,72.0
1798,1464605580,1464605640,1464605820,2016-05-30,72.0
1799,1464605820,1464605880,1464606000,2016-05-30,72.0
1800,1464606000,1464606000,1464606240,2016-05-30,72.0
1801,1464612600,1464612600,1464612840,2016-05-30,72.0
1802,1464613860,1464613860,1464614100,2016-05-30,72.0
1803,1464617280,1464617400,1464617820,2016-05-30,72.0
1804,1464619920,1464619920,1464620160,2016-05-30,72.0
1805,1464620160,1464620280,1464620580,2016-05-30,72.0
1806,1464621120,1464621120,1464621300,2016-05-30,72.0
1807,1464622620,1464622620,1464622860,2016-05-30,72.0
1808,1464625560,1464625560,1464625800,2016-05-30,72.0
1809,1464625800,1464625860,1464625920,2016-05-30,72.0
1810,1464628140,1464628140,1464628260,2016-05-30,72.0
1811,1464630540,1464630600,1464630840,2016-05-30,72.0
1812,1464632100,1464632160,1464632340,2016-05-30,72.0
1813,1464632520,1464632520,1464632820,2016-05-30,72.0
1814,1464634560,1464634560,1464634680,2016-05-30,72.0
1815,1464637620,1464637620,1464637800,2016-05-30,72.0
1816,1464642540,1464642540,1464642780,2016-05-30,72.0
1817,1464643020,1464643020,1464643200,2016-05-30,72.0
1818,1464644820,1464644820,1464645060,2016-05-30,72.0
1819,1464645000,1464645000,1464645180,2016-05-30,72.0
1820,1464645720,1464645720,1464646020,2016-05-30,72.0
1821,1464650760,1464650820,1464650880,2016-05-30,72.0
1822,1464651000,1464651000,1464651180,2016-05-30,72.0
1823,1464652680,1464652740,1464652860,2016-05-30,72.0
1824,1464652740,1464652800,1464653100,2016-05-30,72.0
1825,1464685620,1464685680,1464685920,2016-05-31,74.0
1826,1464691920,1464691920,1464692160,2016-05-31,74.0
1827,1464707340,1464707340,1464707520,2016-05-31,74.0
1828,1464709800,1464709800,1464710100,2016-05-31,74.0
1829,1464709860,1464709860,1464710160,2016-05-31,74.0
1830,1464714960,1464714960,1464715260,2016-05-31,74.0
1831,1464715920,1464715920,1464716100,2016-05-31,74.0
1832,1464717180,1464717180,1464717660,2016-05-31,74.0
1833,1464719340,1464719400,1464719580,2016-05-31,74.0
1834,1464729480,1464729480,1464729720,2016-05-31,74.0
1835,1464734760,1464734820,1464734940,2016-05-31,74.0
1836,1464735360,1464735360,1464735480,2016-05-31,74.0
1837,1464738120,1464738120,1464738420,2016-05-31,74.0
1838,1464738900,1464738900,1464739200,2016-05-31,74.0
1839,1464764400,1464764460,1464765300,2016-06-01,76.0
1840,1464770040,1464770100,1464770460,2016-06-01,76.0
1841,1464770580,1464770580,1464770940,2016-06-01,76.0
1842,1464778740,1464778800,1464778980,2016-06-01,76.0
1843,1464782520,1464782580,1464782700,2016-06-01,76.0
1844,1464785640,1464785640,1464785880,2016-06-01,76.0
1845,1464786540,1464786540,1464786780,2016-06-01,76.0
1846,1464789540,1464789540,1464789780,2016-06-01,76.0
1847,1464790560,1464790620,1464790740,2016-06-01,76.0
1848,1464790680,1464790740,1464790980,2016-06-01,76.0
1849,1464791940,1464791940,1464792120,2016-06-01,76.0
1850,1464793980,1464794040,1464794160,2016-06-01,76.0
1851,1464794760,1464794760,1464794940,2016-06-01,76.0
1852,1464795600,1464795660,1464795840,2016-06-01,76.0
1853,1464795720,1464795720,1464796020,2016-06-01,76.0
1854,1464796380,1464796440,1464796680,2016-06-01,76.0
1855,1464796680,1464796740,1464796920,2016-06-01,76.0
1856,1464797940,1464798000,1464798120,2016-06-01,76.0
1857,1464798180,1464798180,1464798540,2016-06-01,76.0
1858,1464799200,1464799200,1464799380,2016-06-01,76.0
1859,1464799860,1464799920,1464800160,2016-06-01,76.0
1860,1464801540,1464801600,1464801720,2016-06-01,76.0
1861,1464802860,1464802860,1464803040,2016-06-01,76.0
1862,1464802980,1464803040,1464803580,2016-06-01,76.0
1863,1464803460,1464803520,1464803640,2016-06-01,76.0
1864,1464812100,1464812160,1464812280,2016-06-01,76.0
1865,1464817200,1464817260,1464817560,2016-06-01,76.0
1866,1464818520,1464818580,1464818880,2016-06-01,76.0
1867,1464819540,1464819600,1464819780,2016-06-01,76.0
1868,1464820980,1464821040,1464821160,2016-06-01,76.0
1869,1464842700,1464842700,1464843060,2016-06-02,75.0
1870,1464850140,1464850200,1464850440,2016-06-02,75.0
1871,1464867120,1464867120,1464867840,2016-06-02,75.0
1872,1464868380,1464868440,1464868800,2016-06-02,75.0
1873,1464869400,1464869400,1464869700,2016-06-02,75.0
1874,1464870300,1464870360,1464870600,2016-06-02,75.0
1875,1464878220,1464878280,1464878520,2016-06-02,75.0
1876,1464878700,1464878760,1464878940,2016-06-02,75.0
1877,1464884700,1464884700,1464885000,2016-06-02,75.0
1878,1464886320,1464886380,1464886620,2016-06-02,75.0
1879,1464888420,1464888420,1464888900,2016-06-02,75.0
1880,1464889860,1464889860,1464890160,2016-06-02,75.0
1881,1464890820,1464890820,1464891060,2016-06-02,75.0
1882,1464894660,1464894660,1464895020,2016-06-02,75.0
1883,1464897000,1464897120,1464897180,2016-06-02,75.0
1884,1464898860,1464898920,1464899100,2016-06-02,75.0
1885,1464903600,1464903660,1464903780,2016-06-02,75.0
1886,1464908460,1464908520,1464908700,2016-06-02,75.0
1887,1464915120,1464915120,1464915420,2016-06-03,76.0
1888,1464944880,1464945000,1464945360,2016-06-03,76.0
1889,1464948240,1464948240,1464948660,2016-06-03,76.0
1890,1464952080,1464952080,1464952380,2016-06-03,76.0
1891,1464956520,1464956580,1464956820,2016-06-03,76.0
1892,1464960540,1464960600,1464960900,2016-06-03,76.0
1893,1464963180,1464963240,1464963360,2016-06-03,76.0
1894,1464963600,1464963600,1464963840,2016-06-03,76.0
1895,1464964020,1464964020,1464964260,2016-06-03,76.0
1896,1464965160,1464965160,1464965280,2016-06-03,76.0
1897,1464966720,1464966720,1464966960,2016-06-03,76.0
1898,1464968580,1464968580,1464968940,2016-06-03,76.0
1899,1464968940,1464968940,1464969360,2016-06-03,76.0
1900,1464969420,1464969420,1464969660,2016-06-03,76.0
1901,1464969600,1464969600,1464969720,2016-06-03,76.0
1902,1464971820,1464971880,1464972240,2016-06-03,76.0
1903,1464971940,1464971940,1464972060,2016-06-03,76.0
1904,1464972000,1464972000,1464972300,2016-06-03,76.0
1905,1464974760,1464974820,1464975180,2016-06-03,76.0
1906,1464975780,1464975840,1464975960,2016-06-03,76.0
1907,1464976500,1464976500,1464976680,2016-06-03,76.0
1908,1464978360,1464978360,1464978420,2016-06-03,76.0
1909,1464978900,1464978900,1464979140,2016-06-03,76.0
1910,1464989400,1464989460,1464989700,2016-06-03,76.0
1911,1464990180,1464990180,1464991020,2016-06-03,76.0
1912,1464990840,1464990840,1464990960,2016-06-03,76.0
1913,1464994140,1464994200,1464994320,2016-06-03,76.0
1914,1464999240,1464999300,1464999660,2016-06-04,74.0
1915,1465006620,1465006620,1465006920,2016-06-04,74.0
1916,1465010100,1465010100,1465010400,2016-06-04,74.0
1917,1465010940,1465010940,1465011300,2016-06-04,74.0
1918,1465010940,1465011000,1465011060,2016-06-04,74.0
1919,1465033380,1465033380,1465033560,2016-06-04,74.0
1920,1465035240,1465035240,1465035540,2016-06-04,74.0
1921,1465038660,1465038720,1465038960,2016-06-04,74.0
1922,1465042800,1465042800,1465043040,2016-06-04,74.0
1923,1465044900,1465044900,1465045440,2016-06-04,74.0
1924,1465047600,1465047660,1465047960,2016-06-04,74.0
1925,1465049760,1465049760,1465050000,2016-06-04,74.0
1926,1465051020,1465051080,1465051200,2016-06-04,74.0
1927,1465051800,1465051800,1465052040,2016-06-04,74.0
1928,1465056000,1465056120,1465056360,2016-06-04,74.0
1929,1465056120,1465056180,1465056420,2016-06-04,74.0
1930,1465059180,1465059180,1465059420,2016-06-04,74.0
1931,1465062480,1465062540,1465062900,2016-06-04,74.0
1932,1465062900,1465062960,1465063260,2016-06-04,74.0
1933,1465065360,1465065420,1465065480,2016-06-04,74.0
1934,1465066260,1465066320,1465066560,2016-06-04,74.0
1935,1465069680,1465069680,1465069860,2016-06-04,74.0
1936,1465073100,1465073220,1465073400,2016-06-04,74.0
1937,1465076400,1465076460,1465076580,2016-06-04,74.0
1938,1465081440,1465081500,1465081740,2016-06-04,74.0
1939,1465081680,1465081680,1465081980,2016-06-04,74.0
1940,1465082820,1465082820,1465083300,2016-06-04,74.0
1941,1465091580,1465091580,1465091940,2016-06-05,71.0
1942,1465094340,1465094340,1465094640,2016-06-05,71.0
1943,1465095960,1465096020,1465096500,2016-06-05,71.0
1944,1465101360,1465101360,1465101660,2016-06-05,71.0
1945,1465104900,1465104960,1465105260,2016-06-05,71.0
1946,1465108920,1465108920,1465109220,2016-06-05,71.0
1947,1465109640,1465109700,1465110300,2016-06-05,71.0
1948,1465111620,1465111620,1465111860,2016-06-05,71.0
1949,1465125900,1465125900,1465126020,2016-06-05,71.0
1950,1465126920,1465126920,1465127220,2016-06-05,71.0
1951,1465136760,1465136760,1465137000,2016-06-05,71.0
1952,1465136940,1465136940,1465137060,2016-06-05,71.0
1953,1465139880,1465139940,1465140180,2016-06-05,71.0
1954,1465140360,1465140420,1465140600,2016-06-05,71.0
1955,1465140420,1465140420,1465140780,2016-06-05,71.0
1956,1465141800,1465141800,1465142100,2016-06-05,71.0
1957,1465141800,1465141860,1465142220,2016-06-05,71.0
1958,1465142820,1465142820,1465143240,2016-06-05,71.0
1959,1465148940,1465148940,1465149120,2016-06-05,71.0
1960,1465151340,1465151340,1465151580,2016-06-05,71.0
1961,1465156440,1465156440,1465156680,2016-06-05,71.0
1962,1465156560,1465156620,1465156920,2016-06-05,71.0
1963,1465161180,1465161180,1465161240,2016-06-05,71.0
1964,1465167060,1465167060,1465167180,2016-06-05,71.0
1965,1465167060,1465167060,1465167240,2016-06-05,71.0
1966,1465170300,1465170360,1465170600,2016-06-05,71.0
1967,1465180740,1465180800,1465181040,2016-06-06,73.0
1968,1465197120,1465197180,1465197420,2016-06-06,73.0
1969,1465205400,1465205400,1465205580,2016-06-06,73.0
1970,1465205940,1465206000,1465206420,2016-06-06,73.0
1971,1465206600,1465206660,1465206840,2016-06-06,73.0
1972,1465208220,1465208220,1465208400,2016-06-06,73.0
1973,1465210080,1465210080,1465210260,2016-06-06,73.0
1974,1465213800,1465213800,1465213980,2016-06-06,73.0
1975,1465214340,1465214400,1465214520,2016-06-06,73.0
1976,1465218660,1465218660,1465218840,2016-06-06,73.0
1977,1465219500,1465219500,1465219740,2016-06-06,73.0
1978,1465221240,1465221240,1465221360,2016-06-06,73.0
1979,1465222500,1465222620,1465222740,2016-06-06,73.0
1980,1465222560,1465222560,1465222680,2016-06-06,73.0
1981,1465223460,1465223520,1465223640,2016-06-06,73.0
1982,1465223940,1465223940,1465224060,2016-06-06,73.0
1983,1465224240,1465224240,1465224420,2016-06-06,73.0
1984,1465226580,1465226640,1465226760,2016-06-06,73.0
1985,1465228140,1465228140,1465228260,2016-06-06,73.0
1986,1465228320,1465228320,1465229040,2016-06-06,73.0
1987,1465228740,1465228740,1465229040,2016-06-06,73.0
1988,1465229520,1465229520,1465229760,2016-06-06,73.0
1989,1465231560,1465231560,1465231920,2016-06-06,73.0
1990,1465232160,1465232280,1465232520,2016-06-06,73.0
1991,1465232880,1465232940,1465233120,2016-06-06,73.0
1992,1465233180,1465233240,1465233360,2016-06-06,73.0
1993,1465234920,1465235040,1465235580,2016-06-06,73.0
1994,1465239360,1465239360,1465239600,2016-06-06,73.0
1995,1465241760,1465241760,1465242060,2016-06-06,73.0
1996,1465245480,1465245540,1465245720,2016-06-06,73.0
1997,1465245900,1465245960,1465246140,2016-06-06,73.0
1998,1465246380,1465246380,1465246500,2016-06-06,73.0
1999,1465247580,1465247580,1465247820,2016-06-06,73.0
2000,1465248660,1465248660,1465248900,2016-06-06,73.0
2001,1465253580,1465253640,1465253880,2016-06-06,73.0
2002,1465282380,1465282380,1465282620,2016-06-07,66.0
2003,1465285260,1465285260,1465285740,2016-06-07,66.0
2004,1465287000,1465287060,1465287120,2016-06-07,66.0
2005,1465289340,1465289400,1465290060,2016-06-07,66.0
2006,1465297020,1465297020,1465297440,2016-06-07,66.0
2007,1465299360,1465299420,1465299660,2016-06-07,66.0
2008,1465302840,1465302840,1465303440,2016-06-07,66.0
2009,1465309080,1465309080,1465309320,2016-06-07,66.0
2010,1465310460,1465310460,1465310520,2016-06-07,66.0
2011,1465310640,1465310640,1465310640,2016-06-07,66.0
2012,1465314240,1465314240,1465314360,2016-06-07,66.0
2013,1465314360,1465314360,1465314780,2016-06-07,66.0
2014,1465317300,1465317300,1465317600,2016-06-07,66.0
2015,1465317300,1465317360,1465317660,2016-06-07,66.0
2016,1465317420,1465317480,1465317660,2016-06-07,66.0
2017,1465319100,1465319100,1465319280,2016-06-07,66.0
2018,1465320240,1465320240,1465320420,2016-06-07,66.0
2019,1465320420,1465320420,1465320660,2016-06-07,66.0
2020,1465320720,1465320780,1465321140,2016-06-07,66.0
2021,1465321260,1465321260,1465321440,2016-06-07,66.0
2022,1465321800,1465321800,1465322040,2016-06-07,66.0
2023,1465322460,1465322520,1465322700,2016-06-07,66.0
2024,1465323540,1465323540,1465323900,2016-06-07,66.0
2025,1465327620,1465327620,1465327860,2016-06-07,66.0
2026,1465330560,1465330620,1465330860,2016-06-07,66.0
2027,1465331520,1465331580,1465331700,2016-06-07,66.0
2028,1465332840,1465332900,1465333140,2016-06-07,66.0
2029,1465335300,1465335300,1465335480,2016-06-07,66.0
2030,1465338000,1465338000,1465338180,2016-06-07,66.0
2031,1465360320,1465360380,1465360800,2016-06-08,62.0
2032,1465368840,1465368840,1465369380,2016-06-08,62.0
2033,1465374300,1465374300,1465374480,2016-06-08,62.0
2034,1465374300,1465374360,1465374660,2016-06-08,62.0
2035,1465379520,1465379580,1465379700,2016-06-08,62.0
2036,1465380180,1465380240,1465380540,2016-06-08,62.0
2037,1465383540,1465383540,1465383720,2016-06-08,62.0
2038,1465386540,1465386540,1465386900,2016-06-08,62.0
2039,1465386660,1465386660,1465386780,2016-06-08,62.0
2040,1465388760,1465388820,1465389120,2016-06-08,62.0
2041,1465392540,1465392540,1465392960,2016-06-08,62.0
2042,1465395360,1465395360,1465395660,2016-06-08,62.0
2043,1465395480,1465395480,1465395660,2016-06-08,62.0
2044,1465395600,1465395660,1465395960,2016-06-08,62.0
2045,1465397220,1465397220,1465397520,2016-06-08,62.0
2046,1465398240,1465398240,1465398600,2016-06-08,62.0
2047,1465401960,1465401960,1465402200,2016-06-08,62.0
2048,1465403040,1465403100,1465403340,2016-06-08,62.0
2049,1465403580,1465403580,1465403820,2016-06-08,62.0
2050,1465403820,1465403880,1465404240,2016-06-08,62.0
2051,1465404840,1465404900,1465405200,2016-06-08,62.0
2052,1465405020,1465405020,1465405200,2016-06-08,62.0
2053,1465407660,1465407660,1465408020,2016-06-08,62.0
2054,1465408920,1465408980,1465409400,2016-06-08,62.0
2055,1465410600,1465410600,1465410780,2016-06-08,62.0
2056,1465411620,1465411620,1465411860,2016-06-08,62.0
2057,1465412400,1465412460,1465413000,2016-06-08,62.0
2058,1465413120,1465413180,1465413600,2016-06-08,62.0
2059,1465419240,1465419300,1465419780,2016-06-08,62.0
2060,1465429020,1465429080,1465429200,2016-06-08,62.0
2061,1465432380,1465432380,1465432620,2016-06-09,64.0
2062,1465456800,1465456800,1465457040,2016-06-09,64.0
2063,1465461780,1465461780,1465461900,2016-06-09,64.0
2064,1465463280,1465463280,1465463580,2016-06-09,64.0
2065,1465472220,1465472220,1465472460,2016-06-09,64.0
2066,1465479420,1465479420,1465479660,2016-06-09,64.0
2067,1465481760,1465481760,1465481940,2016-06-09,64.0
2068,1465482540,1465482540,1465482780,2016-06-09,64.0
2069,1465487160,1465487220,1465487520,2016-06-09,64.0
2070,1465491120,1465491180,1465491360,2016-06-09,64.0
2071,1465492020,1465492020,1465492380,2016-06-09,64.0
2072,1465493400,1465493400,1465493700,2016-06-09,64.0
2073,1465495860,1465495920,1465496100,2016-06-09,64.0
2074,1465496340,1465496400,1465496580,2016-06-09,64.0
2075,1465502040,1465502100,1465502640,2016-06-09,64.0
2076,1465505040,1465505040,1465505280,2016-06-09,64.0
2077,1465508820,1465508880,1465509000,2016-06-09,64.0
2078,1465511580,1465511580,1465511820,2016-06-09,64.0
2079,1465511880,1465511880,1465512060,2016-06-09,64.0
2080,1465520640,1465520700,1465520700,2016-06-10,71.0
2081,1465527060,1465527120,1465527300,2016-06-10,71.0
2082,1465529460,1465529460,1465529880,2016-06-10,71.0
2083,1465534020,1465534080,1465534260,2016-06-10,71.0
2084,1465538460,1465538460,1465538700,2016-06-10,71.0
2085,1465540800,1465540860,1465540980,2016-06-10,71.0
2086,1465542120,1465542180,1465542480,2016-06-10,71.0
2087,1465546620,1465546620,1465546800,2016-06-10,71.0
2088,1465551060,1465551060,1465551600,2016-06-10,71.0
2089,1465559700,1465559760,1465560000,2016-06-10,71.0
2090,1465560360,1465560360,1465560600,2016-06-10,71.0
2091,1465563420,1465563480,1465563600,2016-06-10,71.0
2092,1465564980,1465564980,1465565100,2016-06-10,71.0
2093,1465565160,1465565160,1465565400,2016-06-10,71.0
2094,1465565640,1465565640,1465565820,2016-06-10,71.0
2095,1465565640,1465565700,1465565760,2016-06-10,71.0
2096,1465566060,1465566060,1465566300,2016-06-10,71.0
2097,1465567140,1465567140,1465567320,2016-06-10,71.0
2098,1465567140,1465567200,1465567560,2016-06-10,71.0
2099,1465567680,1465567740,1465567740,2016-06-10,71.0
2100,1465568880,1465569000,1465569240,2016-06-10,71.0
2101,1465569660,1465569720,1465569900,2016-06-10,71.0
2102,1465570440,1465570440,1465570860,2016-06-10,71.0
2103,1465571400,1465571400,1465571760,2016-06-10,71.0
2104,1465571460,1465571460,1465571880,2016-06-10,71.0
2105,1465571640,1465571640,1465571820,2016-06-10,71.0
2106,1465572060,1465572120,1465572420,2016-06-10,71.0
2107,1465572540,1465572540,1465572900,2016-06-10,71.0
2108,1465573020,1465573080,1465573200,2016-06-10,71.0
2109,1465574700,1465574760,1465575240,2016-06-10,71.0
2110,1465575120,1465575120,1465575360,2016-06-10,71.0
2111,1465575180,1465575240,1465575480,2016-06-10,71.0
2112,1465575840,1465575900,1465576200,2016-06-10,71.0
2113,1465582020,1465582020,1465582260,2016-06-10,71.0
2114,1465590060,1465590060,1465590360,2016-06-10,71.0
2115,1465592460,1465592460,1465592820,2016-06-10,71.0
2116,1465599780,1465599780,1465599960,2016-06-10,71.0
2117,1465600500,1465600560,1465600680,2016-06-10,71.0
2118,1465600680,1465600680,1465600860,2016-06-10,71.0
2119,1465603860,1465603860,1465604040,2016-06-11,79.0
2120,1465604640,1465604700,1465605300,2016-06-11,79.0
2121,1465613700,1465613760,1465614000,2016-06-11,79.0
2122,1465614420,1465614480,1465614960,2016-06-11,79.0
2123,1465627320,1465627380,1465627620,2016-06-11,79.0
2124,1465628760,1465628760,1465629060,2016-06-11,79.0
2125,1465631640,1465631700,1465632000,2016-06-11,79.0
2126,1465632660,1465632660,1465632840,2016-06-11,79.0
2127,1465642980,1465643040,1465643340,2016-06-11,79.0
2128,1465646040,1465646040,1465646340,2016-06-11,79.0
2129,1465648620,1465648620,1465648800,2016-06-11,79.0
2130,1465649820,1465649820,1465650240,2016-06-11,79.0
2131,1465650660,1465650660,1465650840,2016-06-11,79.0
2132,1465651020,1465651020,1465651260,2016-06-11,79.0
2133,1465651860,1465651920,1465652280,2016-06-11,79.0
2134,1465652400,1465652400,1465652760,2016-06-11,79.0
2135,1465653180,1465653240,1465653480,2016-06-11,79.0
2136,1465655100,1465655160,1465655880,2016-06-11,79.0
2137,1465656600,1465656600,1465656780,2016-06-11,79.0
2138,1465656780,1465656900,1465657080,2016-06-11,79.0
2139,1465657920,1465657920,1465658100,2016-06-11,79.0
2140,1465661220,1465661220,1465661400,2016-06-11,79.0
2141,1465663560,1465663560,1465663860,2016-06-11,79.0
2142,1465663680,1465663740,1465663920,2016-06-11,79.0
2143,1465664160,1465664160,1465664400,2016-06-11,79.0
2144,1465667160,1465667160,1465667460,2016-06-11,79.0
2145,1465668600,1465668660,1465668900,2016-06-11,79.0
2146,1465671000,1465671000,1465671240,2016-06-11,79.0
2147,1465672860,1465672860,1465673220,2016-06-11,79.0
2148,1465679100,1465679100,1465679280,2016-06-11,79.0
2149,1465685340,1465685340,1465685580,2016-06-11,79.0
2150,1465685580,1465685580,1465685760,2016-06-11,79.0
2151,1465689540,1465689540,1465689900,2016-06-11,79.0
2152,1465696440,1465696440,1465696680,2016-06-12,81.0
2153,1465701840,1465701900,1465702200,2016-06-12,81.0
2154,1465710360,1465710420,1465710600,2016-06-12,81.0
2155,1465714740,1465714800,1465715160,2016-06-12,81.0
2156,1465715340,1465715340,1465715520,2016-06-12,81.0
2157,1465719240,1465719240,1465719420,2016-06-12,81.0
2158,1465723560,1465723620,1465723920,2016-06-12,81.0
2159,1465724400,1465724400,1465724700,2016-06-12,81.0
2160,1465736760,1465736760,1465737000,2016-06-12,81.0
2161,1465738740,1465738740,1465738980,2016-06-12,81.0
2162,1465738920,1465738980,1465739100,2016-06-12,81.0
2163,1465742520,1465742520,1465742760,2016-06-12,81.0
2164,1465746900,1465746900,1465747080,2016-06-12,81.0
2165,1465749360,1465749420,1465749600,2016-06-12,81.0
2166,1465750620,1465750680,1465751160,2016-06-12,81.0
2167,1465751340,1465751340,1465751760,2016-06-12,81.0
2168,1465752600,1465752660,1465752720,2016-06-12,81.0
2169,1465753500,1465753500,1465753740,2016-06-12,81.0
2170,1465753680,1465753680,1465753980,2016-06-12,81.0
2171,1465760940,1465761000,1465761240,2016-06-12,81.0
2172,1465762320,1465762380,1465762860,2016-06-12,81.0
2173,1465763100,1465763100,1465763160,2016-06-12,81.0
2174,1465765320,1465765320,1465765560,2016-06-12,81.0
2175,1465765680,1465765740,1465765980,2016-06-12,81.0
2176,1465767240,1465767240,1465767540,2016-06-12,81.0
2177,1465767660,1465767660,1465767840,2016-06-12,81.0
2178,1465768980,1465768980,1465769160,2016-06-12,81.0
2179,1465772460,1465772460,1465772580,2016-06-12,81.0
2180,1465779240,1465779240,1465779660,2016-06-13,68.0
2181,1465779720,1465779720,1465779720,2016-06-13,68.0
2182,1465780860,1465780860,1465781160,2016-06-13,68.0
2183,1465798860,1465798920,1465798980,2016-06-13,68.0
2184,1465801500,1465801560,1465801620,2016-06-13,68.0
2185,1465801860,1465801920,1465802040,2016-06-13,68.0
2186,1465802220,1465802280,1465802580,2016-06-13,68.0
2187,1465805280,1465805280,1465805760,2016-06-13,68.0
2188,1465807740,1465807740,1465807920,2016-06-13,68.0
2189,1465820340,1465820400,1465820880,2016-06-13,68.0
2190,1465820520,1465820700,1465820880,2016-06-13,68.0
2191,1465826100,1465826160,1465826520,2016-06-13,68.0
2192,1465827360,1465827360,1465827720,2016-06-13,68.0
2193,1465828140,1465828140,1465828380,2016-06-13,68.0
2194,1465832880,1465832880,1465833120,2016-06-13,68.0
2195,1465833660,1465833660,1465833840,2016-06-13,68.0
2196,1465833780,1465833840,1465834080,2016-06-13,68.0
2197,1465838400,1465838400,1465838700,2016-06-13,68.0
2198,1465838940,1465838940,1465839300,2016-06-13,68.0
2199,1465839900,1465839900,1465840260,2016-06-13,68.0
2200,1465840020,1465840020,1465840380,2016-06-13,68.0
2201,1465841280,1465841280,1465841760,2016-06-13,68.0
2202,1465842600,1465842660,1465843080,2016-06-13,68.0
2203,1465846560,1465846560,1465847460,2016-06-13,68.0
2204,1465853820,1465853820,1465854000,2016-06-13,68.0
2205,1465854360,1465854360,1465854480,2016-06-13,68.0
2206,1465860240,1465860240,1465860420,2016-06-13,68.0
2207,1465861800,1465861860,1465861920,2016-06-13,68.0
2208,1465866780,1465866840,1465867320,2016-06-14,73.0
2209,1465888980,1465888980,1465889220,2016-06-14,73.0
2210,1465889460,1465889460,1465889700,2016-06-14,73.0
2211,1465892880,1465892940,1465893120,2016-06-14,73.0
2212,1465894200,1465894200,1465894560,2016-06-14,73.0
2213,1465895100,1465895100,1465895100,2016-06-14,73.0
2214,1465895400,1465895460,1465895580,2016-06-14,73.0
2215,1465900740,1465900740,1465900860,2016-06-14,73.0
2216,1465906440,1465906440,1465906740,2016-06-14,73.0
2217,1465906560,1465906560,1465907280,2016-06-14,73.0
2218,1465907400,1465907460,1465907820,2016-06-14,73.0
2219,1465910940,1465911000,1465911180,2016-06-14,73.0
2220,1465912080,1465912140,1465912260,2016-06-14,73.0
2221,1465916280,1465916280,1465916400,2016-06-14,73.0
2222,1465916520,1465916520,1465916820,2016-06-14,73.0
2223,1465919280,1465919280,1465919580,2016-06-14,73.0
2224,1465922280,1465922340,1465922520,2016-06-14,73.0
2225,1465922400,1465922400,1465922580,2016-06-14,73.0
2226,1465922640,1465922640,1465922760,2016-06-14,73.0
2227,1465923120,1465923120,1465923300,2016-06-14,73.0
2228,1465924440,1465924500,1465924800,2016-06-14,73.0
2229,1465925340,1465925340,1465925820,2016-06-14,73.0
2230,1465926660,1465926660,1465926840,2016-06-14,73.0
2231,1465927920,1465927920,1465928160,2016-06-14,73.0
2232,1465928760,1465928760,1465929060,2016-06-14,73.0
2233,1465929180,1465929180,1465929420,2016-06-14,73.0
2234,1465929420,1465929420,1465929660,2016-06-14,73.0
2235,1465940580,1465940580,1465940760,2016-06-14,73.0
2236,1465946580,1465946640,1465947180,2016-06-14,73.0
2237,1465949280,1465949280,1465949580,2016-06-15,77.0
2238,1465965540,1465965540,1465966320,2016-06-15,77.0
2239,1465967940,1465968000,1465968240,2016-06-15,77.0
2240,1465971240,1465971300,1465971780,2016-06-15,77.0
2241,1465974600,1465974660,1465974720,2016-06-15,77.0
2242,1465974900,1465974900,1465975140,2016-06-15,77.0
2243,1465976940,1465976940,1465977240,2016-06-15,77.0
2244,1465983060,1465983060,1465983240,2016-06-15,77.0
2245,1465985280,1465985340,1465985460,2016-06-15,77.0
2246,1465989480,1465989480,1465989720,2016-06-15,77.0
2247,1465990020,1465990020,1465990200,2016-06-15,77.0
2248,1465991520,1465991520,1465991700,2016-06-15,77.0
2249,1465992060,1465992120,1465992540,2016-06-15,77.0
