,Create_Date,EventFirstDispatched,EventFirstArrive,Date,avg_temp
0,1459470120,1459470120,1459470360,2016-04-01,56.0
1,1459475040,1459475040,1459475340,2016-04-01,56.0
2,1459476780,1459476780,1459477020,2016-04-01,56.0
3,1459483620,1459483620,1459483920,2016-04-01,56.0
4,1459489740,1459489800,1459490100,2016-04-01,56.0
5,1459495380,1459495440,1459495560,2016-04-01,56.0
6,1459496700,1459496700,1459496940,2016-04-01,56.0
7,1459497000,1459497060,1459497540,2016-04-01,56.0
8,1459499820,1459499880,1459500060,2016-04-01,56.0
9,1459500720,1459500780,1459501020,2016-04-01,56.0
10,1459500900,1459500900,1459501320,2016-04-01,56.0
11,1459501500,1459501500,1459501860,2016-04-01,56.0
12,1459501620,1459501620,1459501740,2016-04-01,56.0
13,1459505340,1459505340,1459505520,2016-04-01,56.0
14,1459505880,1459506000,1459506120,2016-04-01,56.0
15,1459506420,1459506420,1459506540,2016-04-01,56.0
16,1459506900,1459506960,1459507380,2016-04-01,56.0
17,1459507320,1459507320,1459507680,2016-04-01,56.0
18,1459508340,1459508340,1459508400,2016-04-01,56.0
19,1459514640,1459514640,1459514880,2016-04-01,56.0
20,1459517100,1459517100,1459517820,2016-04-01,56.0
21,1459517400,1459517460,1459517940,2016-04-01,56.0
22,1459517460,1459517460,1459517760,2016-04-01,56.0
23,1459518000,1459518060,1459518180,2016-04-01,56.0
24,1459520700,1459520700,1459520940,2016-04-01,56.0
25,1459522800,1459522800,1459522980,2016-04-01,56.0
26,1459525680,1459525680,1459525920,2016-04-01,56.0
27,1459527600,1459527600,1459527840,2016-04-01,56.0
28,1459529100,1459529100,1459529340,2016-04-01,56.0
29,1459529820,1459529880,1459530060,2016-04-01,56.0
30,1459530240,1459530240,1459530480,2016-04-01,56.0
31,1459534620,1459534620,1459534860,2016-04-01,56.0
32,1459538040,1459538040,1459538220,2016-04-01,56.0
33,1459541760,1459541820,1459542000,2016-04-01,56.0
34,1459545660,1459545720,1459545900,2016-04-01,56.0
35,1459546620,1459546740,1459546920,2016-04-01,56.0
36,1459546920,1459546920,1459547100,2016-04-01,56.0
37,1459553520,1459553520,1459553940,2016-04-01,56.0
38,1459554180,1459554180,1459554360,2016-04-01,56.0
39,1459590780,1459590780,1459590960,2016-04-02,44.0
40,1459594020,1459594080,1459594200,2016-04-02,44.0
41,1459599180,1459599180,1459599360,2016-04-02,44.0
42,1459600560,1459600560,1459600740,2016-04-02,44.0
43,1459602420,1459602480,1459602660,2016-04-02,44.0
44,1459607280,1459607340,1459607460,2016-04-02,44.0
45,1459612020,1459612020,1459612320,2016-04-02,44.0
46,1459612320,1459612320,1459612620,2016-04-02,44.0
47,1459615380,1459615380,1459615680,2016-04-02,44.0
48,1459615800,1459615800,1459616100,2016-04-02,44.0
49,1459616220,1459616220,1459616400,2016-04-02,44.0
50,1459616340,1459616400,1459616580,2016-04-02,44.0
51,1459617120,1459617120,1459617420,2016-04-02,44.0
52,1459623480,1459623480,1459623480,2016-04-02,44.0
53,1459623780,1459623840,1459623960,2016-04-02,44.0
54,1459623900,1459623960,1459624320,2016-04-02,44.0
55,1459625460,1459625460,1459625580,2016-04-02,44.0
56,1459625940,1459625940,1459626180,2016-04-02,44.0
57,1459634640,1459634700,1459634880,2016-04-02,44.0
58,1459635300,1459635300,1459635480,2016-04-02,44.0
59,1459636740,1459636740,1459637040,2016-04-02,44.0
60,1459637880,1459637880,1459638240,2016-04-02,44.0
61,1459638420,1459638480,1459638600,2016-04-02,44.0
62,1459640880,1459640880,1459641120,2016-04-02,44.0
63,1459640880,1459640940,1459641300,2016-04-02,44.0
64,1459641420,1459641420,1459641720,2016-04-02,44.0
65,1459650840,1459650840,1459651020,2016-04-03,36.0
66,1459685520,1459685520,1459685760,2016-04-03,36.0
67,1459686480,1459686480,1459686780,2016-04-03,36.0
68,1459686960,1459686960,1459687200,2016-04-03,36.0
69,1459687020,1459687020,1459687380,2016-04-03,36.0
70,1459693800,1459693800,1459694040,2016-04-03,36.0
71,1459694520,1459694580,1459694820,2016-04-03,36.0
72,1459694640,1459694640,1459694820,2016-04-03,36.0
73,1459696920,1459696920,1459697160,2016-04-03,36.0
74,1459697160,1459697160,1459697340,2016-04-03,36.0
75,1459697220,1459697220,1459697340,2016-04-03,36.0
76,1459700520,1459700520,1459700760,2016-04-03,36.0
77,1459703580,1459703580,1459703880,2016-04-03,36.0
78,1459705740,1459705740,1459705920,2016-04-03,36.0
79,1459712880,1459712880,1459712940,2016-04-03,36.0
80,1459724220,1459724220,1459724340,2016-04-03,36.0
81,1459732140,1459732140,1459732320,2016-04-04,47.0
82,1459752780,1459752840,1459753020,2016-04-04,47.0
83,1459754580,1459754640,1459754940,2016-04-04,47.0
84,1459754640,1459754640,1459754880,2016-04-04,47.0
85,1459755060,1459755060,1459755120,2016-04-04,47.0
86,1459760700,1459760700,1459760940,2016-04-04,47.0
87,1459763700,1459763820,1459764000,2016-04-04,47.0
88,1459765560,1459765560,1459765860,2016-04-04,47.0
89,1459765800,1459765800,1459765980,2016-04-04,47.0
90,1459768680,1459768680,1459768980,2016-04-04,47.0
91,1459769280,1459769340,1459769520,2016-04-04,47.0
92,1459773360,1459773360,1459773600,2016-04-04,47.0
93,1459773900,1459773900,1459774140,2016-04-04,47.0
94,1459777560,1459777560,1459777740,2016-04-04,47.0
95,1459777620,1459777620,1459777860,2016-04-04,47.0
96,1459786920,1459786920,1459787100,2016-04-04,47.0
97,1459787280,1459787280,1459787580,2016-04-04,47.0
98,1459790520,1459790520,1459790820,2016-04-04,47.0
99,1459791420,1459791480,1459791900,2016-04-04,47.0
100,1459794720,1459794720,1459794900,2016-04-04,47.0
101,1459795080,1459795080,1459795260,2016-04-04,47.0
102,1459795500,1459795560,1459795860,2016-04-04,47.0
103,1459799880,1459799880,1459800240,2016-04-04,47.0
104,1459807620,1459807620,1459807860,2016-04-04,47.0
105,1459810020,1459810020,1459810080,2016-04-04,47.0
106,1459827840,1459827840,1459828140,2016-04-05,32.0
107,1459838820,1459838820,1459839060,2016-04-05,32.0
108,1459846980,1459847040,1459847220,2016-04-05,32.0
109,1459851600,1459851600,1459851840,2016-04-05,32.0
110,1459857960,1459857960,1459858500,2016-04-05,32.0
111,1459860600,1459860660,1459860780,2016-04-05,32.0
112,1459860840,1459860900,1459861140,2016-04-05,32.0
113,1459861200,1459861260,1459861680,2016-04-05,32.0
114,1459861320,1459861320,1459861560,2016-04-05,32.0
115,1459861380,1459861440,1459861620,2016-04-05,32.0
116,1459866420,1459866480,1459866840,2016-04-05,32.0
117,1459869240,1459869240,1459869420,2016-04-05,32.0
118,1459869900,1459870020,1459870380,2016-04-05,32.0
119,1459874400,1459874400,1459874640,2016-04-05,32.0
120,1459874940,1459875000,1459875240,2016-04-05,32.0
121,1459876560,1459876560,1459876860,2016-04-05,32.0
122,1459876680,1459876680,1459876980,2016-04-05,32.0
123,1459878060,1459878060,1459878240,2016-04-05,32.0
124,1459881060,1459881120,1459881480,2016-04-05,32.0
125,1459889640,1459889640,1459889820,2016-04-05,32.0
126,1459895460,1459895460,1459895700,2016-04-05,32.0
127,1459898340,1459898340,1459898640,2016-04-05,32.0
128,1459901940,1459901940,1459902180,2016-04-06,44.0
129,1459926780,1459926840,1459927080,2016-04-06,44.0
130,1459927200,1459927320,1459927620,2016-04-06,44.0
131,1459929600,1459929660,1459929960,2016-04-06,44.0
132,1459931400,1459931460,1459931580,2016-04-06,44.0
133,1459943220,1459943220,1459943460,2016-04-06,44.0
134,1459948080,1459948080,1459948320,2016-04-06,44.0
135,1459949220,1459949220,1459949400,2016-04-06,44.0
136,1459949400,1459949400,1459949520,2016-04-06,44.0
137,1459950420,1459950480,1459950720,2016-04-06,44.0
138,1459950720,1459950720,1459951020,2016-04-06,44.0
139,1459954560,1459954620,1459954920,2016-04-06,44.0
140,1459954920,1459954980,1459955100,2016-04-06,44.0
141,1459956720,1459956720,1459957320,2016-04-06,44.0
142,1459958400,1459958400,1459958700,2016-04-06,44.0
143,1459958400,1459958460,1459959060,2016-04-06,44.0
144,1459958520,1459958520,1459958700,2016-04-06,44.0
145,1459962720,1459962720,1459962900,2016-04-06,44.0
146,1459963380,1459963380,1459963560,2016-04-06,44.0
147,1459964220,1459964220,1459964580,2016-04-06,44.0
148,1459965660,1459965660,1459965840,2016-04-06,44.0
149,1459969560,1459969560,1459969740,2016-04-06,44.0
150,1459970760,1459970820,1459971000,2016-04-06,44.0
151,1459975200,1459975260,1459975440,2016-04-06,44.0
152,1459976040,1459976040,1459976280,2016-04-06,44.0
153,1459982820,1459982820,1459983120,2016-04-06,44.0
154,1459988100,1459988100,1459988400,2016-04-07,45.0
155,1459990980,1459991040,1459991820,2016-04-07,45.0
156,1459993800,1459993860,1459994040,2016-04-07,45.0
157,1460009520,1460009520,1460009700,2016-04-07,45.0
158,1460010780,1460010840,1460011260,2016-04-07,45.0
159,1460012040,1460012100,1460012700,2016-04-07,45.0
160,1460013060,1460013060,1460013360,2016-04-07,45.0
161,1460013960,1460013960,1460014080,2016-04-07,45.0
162,1460014680,1460014740,1460014920,2016-04-07,45.0
163,1460017020,1460017080,1460017380,2016-04-07,45.0
164,1460017980,1460017980,1460018820,2016-04-07,45.0
165,1460018700,1460018700,1460019060,2016-04-07,45.0
166,1460019000,1460019060,1460019360,2016-04-07,45.0
167,1460023140,1460023200,1460023500,2016-04-07,45.0
168,1460023500,1460023560,1460023920,2016-04-07,45.0
169,1460023860,1460023920,1460023980,2016-04-07,45.0
170,1460025660,1460025720,1460025840,2016-04-07,45.0
171,1460026140,1460026200,1460026500,2016-04-07,45.0
172,1460027160,1460027220,1460027340,2016-04-07,45.0
173,1460028300,1460028360,1460028480,2016-04-07,45.0
174,1460031720,1460031720,1460031900,2016-04-07,45.0
175,1460037180,1460037180,1460038200,2016-04-07,45.0
176,1460041560,1460041560,1460041800,2016-04-07,45.0
177,1460042880,1460042880,1460043180,2016-04-07,45.0
178,1460043480,1460043480,1460043600,2016-04-07,45.0
179,1460044920,1460044920,1460045100,2016-04-07,45.0
180,1460048040,1460048040,1460048400,2016-04-07,45.0
181,1460049960,1460050020,1460050140,2016-04-07,45.0
182,1460050860,1460050920,1460051280,2016-04-07,45.0
183,1460054280,1460054340,1460054460,2016-04-07,45.0
184,1460056260,1460056260,1460056560,2016-04-07,45.0
185,1460057160,1460057160,1460057400,2016-04-07,45.0
186,1460060400,1460060400,1460060640,2016-04-07,45.0
187,1460061780,1460061780,1460061960,2016-04-07,45.0
188,1460061900,1460061900,1460062140,2016-04-07,45.0
189,1460063880,1460063940,1460064120,2016-04-07,45.0
190,1460064000,1460064000,1460064240,2016-04-07,45.0
191,1460064480,1460064540,1460065080,2016-04-07,45.0
192,1460065440,1460065500,1460065860,2016-04-07,45.0
193,1460067300,1460067300,1460067540,2016-04-07,45.0
194,1460076900,1460076900,1460077200,2016-04-08,36.0
195,1460079300,1460079300,1460079840,2016-04-08,36.0
196,1460079720,1460079720,1460080440,2016-04-08,36.0
197,1460094420,1460094480,1460094780,2016-04-08,36.0
198,1460098800,1460098860,1460099100,2016-04-08,36.0
199,1460099400,1460099400,1460099640,2016-04-08,36.0
200,1460104980,1460104980,1460105220,2016-04-08,36.0
201,1460106960,1460107020,1460107380,2016-04-08,36.0
202,1460113320,1460113380,1460113500,2016-04-08,36.0
203,1460115120,1460115120,1460115420,2016-04-08,36.0
204,1460117040,1460117040,1460117220,2016-04-08,36.0
205,1460125860,1460125860,1460126280,2016-04-08,36.0
206,1460127180,1460127180,1460127180,2016-04-08,36.0
207,1460127180,1460127180,1460127180,2016-04-08,36.0
208,1460128140,1460128140,1460128260,2016-04-08,36.0
209,1460128440,1460128500,1460128620,2016-04-08,36.0
210,1460133600,1460133600,1460133780,2016-04-08,36.0
211,1460134320,1460134380,1460134620,2016-04-08,36.0
212,1460137620,1460137680,1460137800,2016-04-08,36.0
213,1460138760,1460138760,1460139180,2016-04-08,36.0
214,1460138820,1460138820,1460139180,2016-04-08,36.0
215,1460140440,1460140440,1460140620,2016-04-08,36.0
216,1460140860,1460140860,1460140980,2016-04-08,36.0
217,1460143320,1460143320,1460144040,2016-04-08,36.0
218,1460146560,1460146560,1460146920,2016-04-08,36.0
219,1460147820,1460147820,1460149020,2016-04-08,36.0
220,1460149500,1460149560,1460149860,2016-04-08,36.0
221,1460149620,1460149680,1460149860,2016-04-08,36.0
222,1460149620,1460149680,1460149860,2016-04-08,36.0
223,1460151960,1460151960,1460152140,2016-04-08,36.0
224,1460153340,1460153340,1460153520,2016-04-08,36.0
225,1460154660,1460154660,1460154900,2016-04-08,36.0
226,1460156340,1460156340,1460156520,2016-04-08,36.0
227,1460164200,1460164200,1460164680,2016-04-09,32.0
228,1460165820,1460165820,1460166360,2016-04-09,32.0
229,1460166900,1460166900,1460167380,2016-04-09,32.0
230,1460166960,1460166960,1460167260,2016-04-09,32.0
231,1460167680,1460167680,1460167980,2016-04-09,32.0
232,1460170680,1460170680,1460171160,2016-04-09,32.0
233,1460170680,1460170740,1460171100,2016-04-09,32.0
234,1460178720,1460178720,1460178960,2016-04-09,32.0
235,1460178780,1460178780,1460179140,2016-04-09,32.0
236,1460183940,1460183940,1460184120,2016-04-09,32.0
237,1460184060,1460184120,1460184420,2016-04-09,32.0
238,1460184900,1460184900,1460185200,2016-04-09,32.0
239,1460185800,1460185980,1460186400,2016-04-09,32.0
240,1460186100,1460186100,1460186520,2016-04-09,32.0
241,1460186820,1460186880,1460187480,2016-04-09,32.0
242,1460186880,1460186940,1460187180,2016-04-09,32.0
243,1460187000,1460187060,1460187480,2016-04-09,32.0
244,1460187060,1460187120,1460187540,2016-04-09,32.0
245,1460187180,1460187300,1460187540,2016-04-09,32.0
246,1460187600,1460187660,1460187780,2016-04-09,32.0
247,1460187660,1460187780,1460188080,2016-04-09,32.0
248,1460187780,1460187840,1460189760,2016-04-09,32.0
249,1460187900,1460188020,1460188500,2016-04-09,32.0
250,1460188200,1460188200,1460188620,2016-04-09,32.0
251,1460188620,1460188740,1460189100,2016-04-09,32.0
252,1460188680,1460188740,1460189460,2016-04-09,32.0
253,1460189400,1460189400,1460189640,2016-04-09,32.0
254,1460189640,1460189700,1460190060,2016-04-09,32.0
255,1460190360,1460190360,1460190600,2016-04-09,32.0
256,1460190360,1460190540,1460190840,2016-04-09,32.0
257,1460190960,1460191020,1460191320,2016-04-09,32.0
258,1460191200,1460191260,1460191620,2016-04-09,32.0
259,1460191680,1460191740,1460192040,2016-04-09,32.0
260,1460192280,1460192340,1460192640,2016-04-09,32.0
261,1460192520,1460192580,1460192820,2016-04-09,32.0
262,1460195040,1460195040,1460195520,2016-04-09,32.0
263,1460201460,1460201520,1460201760,2016-04-09,32.0
264,1460204700,1460204700,1460204820,2016-04-09,32.0
265,1460204820,1460204820,1460204880,2016-04-09,32.0
266,1460209860,1460209860,1460210040,2016-04-09,32.0
267,1460209920,1460209980,1460210280,2016-04-09,32.0
268,1460213700,1460213700,1460213940,2016-04-09,32.0
269,1460213880,1460213940,1460214180,2016-04-09,32.0
270,1460214360,1460214360,1460214600,2016-04-09,32.0
271,1460215020,1460215080,1460215260,2016-04-09,32.0
272,1460216940,1460216940,1460217240,2016-04-09,32.0
273,1460219460,1460219460,1460219580,2016-04-09,32.0
274,1460225460,1460225520,1460225760,2016-04-09,32.0
275,1460228160,1460228160,1460228460,2016-04-09,32.0
276,1460229300,1460229300,1460229480,2016-04-09,32.0
277,1460230560,1460230560,1460230800,2016-04-09,32.0
278,1460233440,1460233500,1460233800,2016-04-09,32.0
279,1460234520,1460234520,1460234700,2016-04-09,32.0
280,1460239500,1460239500,1460239740,2016-04-09,32.0
281,1460240400,1460240400,1460240520,2016-04-09,32.0
282,1460242320,1460242380,1460242560,2016-04-09,32.0
283,1460244000,1460244000,1460244120,2016-04-09,32.0
284,1460246820,1460246820,1460247240,2016-04-10,34.0
285,1460247060,1460247060,1460247360,2016-04-10,34.0
286,1460251080,1460251200,1460251620,2016-04-10,34.0
287,1460255640,1460255640,1460255880,2016-04-10,34.0
288,1460257200,1460257200,1460257500,2016-04-10,34.0
289,1460259960,1460260020,1460260320,2016-04-10,34.0
290,1460276760,1460276820,1460277120,2016-04-10,34.0
291,1460280960,1460280960,1460281260,2016-04-10,34.0
292,1460289480,1460289480,1460289660,2016-04-10,34.0
293,1460290380,1460290440,1460290680,2016-04-10,34.0
294,1460294580,1460294580,1460294820,2016-04-10,34.0
295,1460297340,1460297340,1460297580,2016-04-10,34.0
296,1460299560,1460299560,1460299740,2016-04-10,34.0
297,1460299620,1460299620,1460299860,2016-04-10,34.0
298,1460303160,1460303220,1460303460,2016-04-10,34.0
299,1460303820,1460303820,1460304000,2016-04-10,34.0
300,1460308980,1460308980,1460309220,2016-04-10,34.0
301,1460311080,1460311140,1460311260,2016-04-10,34.0
302,1460317080,1460317080,1460317080,2016-04-10,34.0
303,1460320560,1460320560,1460320920,2016-04-10,34.0
304,1460321160,1460321160,1460321340,2016-04-10,34.0
305,1460323140,1460323140,1460323380,2016-04-10,34.0
306,1460324760,1460324760,1460325000,2016-04-10,34.0
307,1460327880,1460327880,1460328120,2016-04-10,34.0
308,1460331240,1460331240,1460331420,2016-04-10,34.0
309,1460358780,1460358840,1460359020,2016-04-11,52.0
310,1460359860,1460359920,1460360100,2016-04-11,52.0
311,1460364420,1460364420,1460364540,2016-04-11,52.0
312,1460364840,1460364960,1460365440,2016-04-11,52.0
313,1460365020,1460365080,1460365260,2016-04-11,52.0
314,1460373060,1460373120,1460373840,2016-04-11,52.0
315,1460380260,1460380320,1460380440,2016-04-11,52.0
316,1460380920,1460380920,1460381220,2016-04-11,52.0
317,1460381340,1460381340,1460381460,2016-04-11,52.0
318,1460382540,1460382540,1460382720,2016-04-11,52.0
319,1460385660,1460385660,1460385960,2016-04-11,52.0
320,1460386800,1460386800,1460387040,2016-04-11,52.0
321,1460388900,1460388960,1460389200,2016-04-11,52.0
322,1460393520,1460393520,1460393760,2016-04-11,52.0
323,1460398320,1460398380,1460398740,2016-04-11,52.0
324,1460399220,1460399280,1460399640,2016-04-11,52.0
325,1460403120,1460403120,1460403420,2016-04-11,52.0
326,1460404620,1460404620,1460404980,2016-04-11,52.0
327,1460404740,1460404740,1460405160,2016-04-11,52.0
328,1460404800,1460404860,1460405040,2016-04-11,52.0
329,1460406000,1460406000,1460406600,2016-04-11,52.0
330,1460408580,1460408640,1460408820,2016-04-11,52.0
331,1460410140,1460410140,1460410740,2016-04-11,52.0
332,1460427900,1460427900,1460428140,2016-04-12,42.0
333,1460436420,1460436420,1460436900,2016-04-12,42.0
334,1460444820,1460444820,1460445240,2016-04-12,42.0
335,1460445840,1460445840,1460446140,2016-04-12,42.0
336,1460446080,1460446080,1460446200,2016-04-12,42.0
337,1460448300,1460448300,1460448900,2016-04-12,42.0
338,1460448300,1460448300,1460448900,2016-04-12,42.0
339,1460448300,1460448300,1460448900,2016-04-12,42.0
340,1460449800,1460449860,1460449920,2016-04-12,42.0
341,1460450040,1460450040,1460450340,2016-04-12,42.0
342,1460450340,1460450340,1460450460,2016-04-12,42.0
343,1460453520,1460453520,1460453700,2016-04-12,42.0
344,1460454360,1460454420,1460455440,2016-04-12,42.0
345,1460454720,1460454780,1460454780,2016-04-12,42.0
346,1460455200,1460455260,1460455500,2016-04-12,42.0
347,1460457060,1460457060,1460457120,2016-04-12,42.0
348,1460459040,1460459100,1460459460,2016-04-12,42.0
349,1460461020,1460461020,1460461380,2016-04-12,42.0
350,1460465820,1460465820,1460466240,2016-04-12,42.0
351,1460469180,1460469240,1460469300,2016-04-12,42.0
352,1460470320,1460470320,1460470500,2016-04-12,42.0
353,1460471160,1460471160,1460471220,2016-04-12,42.0
354,1460472300,1460472360,1460472540,2016-04-12,42.0
355,1460475300,1460475300,1460475540,2016-04-12,42.0
356,1460476260,1460476320,1460476620,2016-04-12,42.0
357,1460476860,1460476860,1460477040,2016-04-12,42.0
358,1460477040,1460477100,1460477400,2016-04-12,42.0
359,1460477040,1460477100,1460477400,2016-04-12,42.0
360,1460478300,1460478300,1460478540,2016-04-12,42.0
361,1460478420,1460478420,1460478720,2016-04-12,42.0
362,1460479860,1460479860,1460480160,2016-04-12,42.0
363,1460480280,1460480280,1460480580,2016-04-12,42.0
364,1460481480,1460481480,1460481660,2016-04-12,42.0
365,1460482020,1460482020,1460482200,2016-04-12,42.0
366,1460482140,1460482140,1460482440,2016-04-12,42.0
367,1460483520,1460483520,1460483760,2016-04-12,42.0
368,1460484180,1460484180,1460484480,2016-04-12,42.0
369,1460484480,1460484480,1460484720,2016-04-12,42.0
370,1460484960,1460484960,1460485140,2016-04-12,42.0
371,1460485800,1460485860,1460486640,2016-04-12,42.0
372,1460485860,1460485920,1460486160,2016-04-12,42.0
373,1460486820,1460486820,1460487120,2016-04-12,42.0
374,1460489100,1460489100,1460489400,2016-04-12,42.0
375,1460489460,1460489520,1460489760,2016-04-12,42.0
376,1460497200,1460497260,1460497560,2016-04-12,42.0
377,1460497980,1460497980,1460498340,2016-04-12,42.0
378,1460500320,1460500320,1460500560,2016-04-12,42.0
379,1460502000,1460502000,1460502720,2016-04-12,42.0
380,1460510340,1460510340,1460510640,2016-04-13,43.0
381,1460532540,1460532540,1460532720,2016-04-13,43.0
382,1460536200,1460536260,1460536440,2016-04-13,43.0
383,1460536500,1460536560,1460536860,2016-04-13,43.0
384,1460539200,1460539200,1460539380,2016-04-13,43.0
385,1460546400,1460546460,1460547000,2016-04-13,43.0
386,1460549700,1460549700,1460549880,2016-04-13,43.0
387,1460549880,1460549880,1460550180,2016-04-13,43.0
388,1460550480,1460550540,1460550780,2016-04-13,43.0
389,1460552460,1460552520,1460552880,2016-04-13,43.0
390,1460554620,1460554620,1460554980,2016-04-13,43.0
391,1460561400,1460561400,1460561520,2016-04-13,43.0
392,1460562000,1460562060,1460562240,2016-04-13,43.0
393,1460563800,1460563860,1460564040,2016-04-13,43.0
394,1460563800,1460563860,1460564100,2016-04-13,43.0
395,1460564040,1460564100,1460564340,2016-04-13,43.0
396,1460564460,1460564460,1460564640,2016-04-13,43.0
397,1460565000,1460565060,1460565420,2016-04-13,43.0
398,1460565720,1460565720,1460565840,2016-04-13,43.0
399,1460566080,1460566140,1460566440,2016-04-13,43.0
400,1460567700,1460567700,1460568180,2016-04-13,43.0
401,1460568300,1460568360,1460568600,2016-04-13,43.0
402,1460568840,1460568840,1460569020,2016-04-13,43.0
403,1460569620,1460569620,1460570040,2016-04-13,43.0
404,1460570940,1460571000,1460571300,2016-04-13,43.0
405,1460573400,1460573460,1460573940,2016-04-13,43.0
406,1460573460,1460573520,1460573640,2016-04-13,43.0
407,1460573640,1460573640,1460573820,2016-04-13,43.0
408,1460574900,1460574900,1460575080,2016-04-13,43.0
409,1460577480,1460577540,1460577960,2016-04-13,43.0
410,1460585880,1460585880,1460586060,2016-04-13,43.0
411,1460586000,1460586060,1460586300,2016-04-13,43.0
412,1460590440,1460590440,1460590740,2016-04-13,43.0
413,1460608860,1460608860,1460609580,2016-04-14,50.0
414,1460621100,1460621160,1460621340,2016-04-14,50.0
415,1460621160,1460621160,1460621880,2016-04-14,50.0
416,1460623800,1460623800,1460624160,2016-04-14,50.0
417,1460626920,1460626920,1460627040,2016-04-14,50.0
418,1460626920,1460626980,1460627100,2016-04-14,50.0
419,1460627940,1460627940,1460628120,2016-04-14,50.0
420,1460632800,1460632800,1460633040,2016-04-14,50.0
421,1460635440,1460635500,1460636280,2016-04-14,50.0
422,1460638800,1460638800,1460639040,2016-04-14,50.0
423,1460639580,1460639580,1460640000,2016-04-14,50.0
424,1460641440,1460641440,1460641860,2016-04-14,50.0
425,1460642040,1460642100,1460642340,2016-04-14,50.0
426,1460642640,1460642640,1460642760,2016-04-14,50.0
427,1460643540,1460643540,1460643660,2016-04-14,50.0
428,1460643720,1460643720,1460644440,2016-04-14,50.0
429,1460644260,1460644260,1460644620,2016-04-14,50.0
430,1460644560,1460644620,1460645100,2016-04-14,50.0
431,1460650140,1460650200,1460650500,2016-04-14,50.0
432,1460650260,1460650260,1460650500,2016-04-14,50.0
433,1460653980,1460653980,1460655900,2016-04-14,50.0
434,1460656500,1460656560,1460656680,2016-04-14,50.0
435,1460657940,1460657940,1460658660,2016-04-14,50.0
436,1460658720,1460658720,1460658960,2016-04-14,50.0
437,1460660880,1460660940,1460661120,2016-04-14,50.0
438,1460662680,1460662740,1460662920,2016-04-14,50.0
439,1460664000,1460664000,1460664180,2016-04-14,50.0
440,1460664480,1460664540,1460664660,2016-04-14,50.0
441,1460664840,1460664900,1460665080,2016-04-14,50.0
442,1460688060,1460688120,1460688300,2016-04-15,58.0
443,1460688900,1460688900,1460689260,2016-04-15,58.0
444,1460696880,1460696880,1460697180,2016-04-15,58.0
445,1460698500,1460698560,1460698740,2016-04-15,58.0
446,1460700000,1460700000,1460700240,2016-04-15,58.0
447,1460704980,1460704980,1460705400,2016-04-15,58.0
448,1460712180,1460712240,1460712480,2016-04-15,58.0
449,1460712360,1460712360,1460712780,2016-04-15,58.0
450,1460718120,1460718180,1460718720,2016-04-15,58.0
451,1460718360,1460718420,1460718600,2016-04-15,58.0
452,1460720700,1460720700,1460720940,2016-04-15,58.0
453,1460721960,1460721960,1460722320,2016-04-15,58.0
454,1460723040,1460723100,1460723340,2016-04-15,58.0
455,1460723160,1460723160,1460723460,2016-04-15,58.0
456,1460727900,1460727900,1460728080,2016-04-15,58.0
457,1460730840,1460730900,1460731080,2016-04-15,58.0
458,1460731680,1460731680,1460731920,2016-04-15,58.0
459,1460735160,1460735160,1460735400,2016-04-15,58.0
460,1460735220,1460735280,1460735820,2016-04-15,58.0
461,1460735820,1460735880,1460736120,2016-04-15,58.0
462,1460739900,1460739900,1460740140,2016-04-15,58.0
463,1460741220,1460741280,1460741640,2016-04-15,58.0
464,1460741580,1460741580,1460741820,2016-04-15,58.0
465,1460742960,1460742960,1460743080,2016-04-15,58.0
466,1460743860,1460743860,1460744160,2016-04-15,58.0
467,1460745120,1460745180,1460745480,2016-04-15,58.0
468,1460746440,1460746440,1460746560,2016-04-15,58.0
469,1460746500,1460746560,1460746920,2016-04-15,58.0
470,1460748180,1460748240,1460748420,2016-04-15,58.0
471,1460748240,1460748300,1460748540,2016-04-15,58.0
472,1460749860,1460749920,1460750160,2016-04-15,58.0
473,1460750880,1460750880,1460751120,2016-04-15,58.0
474,1460754480,1460754480,1460754600,2016-04-15,58.0
475,1460754840,1460754900,1460755200,2016-04-15,58.0
476,1460755980,1460755980,1460756280,2016-04-15,58.0
477,1460757660,1460757720,1460757900,2016-04-15,58.0
478,1460758380,1460758380,1460758620,2016-04-15,58.0
479,1460761440,1460761440,1460761740,2016-04-15,58.0
480,1460762580,1460762580,1460762760,2016-04-15,58.0
481,1460763420,1460763480,1460763720,2016-04-15,58.0
482,1460766480,1460766540,1460766900,2016-04-16,63.0
483,1460770860,1460770920,1460771400,2016-04-16,63.0
484,1460771160,1460771220,1460771460,2016-04-16,63.0
485,1460773260,1460773440,1460773800,2016-04-16,63.0
486,1460774760,1460774820,1460775060,2016-04-16,63.0
487,1460775060,1460775120,1460775360,2016-04-16,63.0
488,1460775480,1460775480,1460775720,2016-04-16,63.0
489,1460775600,1460775600,1460775900,2016-04-16,63.0
490,1460775840,1460775840,1460776260,2016-04-16,63.0
491,1460784240,1460784240,1460784660,2016-04-16,63.0
492,1460791500,1460791560,1460791620,2016-04-16,63.0
493,1460791680,1460791740,1460792100,2016-04-16,63.0
494,1460793900,1460793960,1460794260,2016-04-16,63.0
495,1460799000,1460799060,1460799240,2016-04-16,63.0
496,1460802720,1460802720,1460802960,2016-04-16,63.0
497,1460803080,1460803080,1460803080,2016-04-16,63.0
